datum,verbrauch,arbeitstag,temperatur,tagesstunden
2017-08-16,0.47921473574630413,1.0,0.7814726840855106,0.759493670886076
2017-08-17,0.4891897980904436,1.0,0.7980997624703088,0.759493670886076
2017-08-18,0.4714848393036102,1.0,0.7838479809976246,0.7468354430379747
2017-08-19,0.19950124688279303,0.0,0.669833729216152,0.7468354430379747
2017-08-20,0.07694937112048539,0.0,0.6437054631828979,0.7341772151898733
2017-08-21,0.45012080390923015,1.0,0.67458432304038,0.7215189873417722
2017-08-22,0.5088058669525564,1.0,0.7292161520190024,0.7215189873417722
2017-08-23,0.5263865258970952,1.0,0.7885985748218527,0.7088607594936709
2017-08-24,0.5320732436820721,1.0,0.7885985748218527,0.7088607594936709
2017-08-25,0.5202647586640874,1.0,0.838479809976247,0.6962025316455698
2017-08-26,0.26144918078635193,0.0,0.836104513064133,0.6962025316455698
2017-08-27,0.1331950497587806,0.0,0.8052256532066508,0.6835443037974682
2017-08-28,0.5481156920782158,1.0,0.8099762470308789,0.6708860759493671
2017-08-29,0.5974238857684451,1.0,0.833729216152019,0.6708860759493671
2017-08-30,0.6170632608509878,1.0,0.847980997624703,0.6582278481012658
2017-08-31,0.5853357261052976,1.0,0.6508313539192399,0.6582278481012658
2017-09-01,0.4948376721747034,1.0,0.6009501187648456,0.6455696202531647
2017-09-02,0.19913611609605275,0.0,0.5819477434679334,0.6455696202531647
2017-09-03,0.07771070765453969,0.0,0.6080760095011876,0.6329113924050633
2017-09-04,0.487946799667498,1.0,0.6413301662707839,0.620253164556962
2017-09-05,0.5383736919383784,1.0,0.6983372921615202,0.620253164556962
2017-09-06,0.549389765461735,1.0,0.6532066508313539,0.6075949367088607
2017-09-07,0.5487216538094017,1.0,0.6009501187648456,0.6075949367088607
2017-09-08,0.5263399134562348,1.0,0.6199524940617577,0.5949367088607596
2017-09-09,0.2701113260462551,0.0,0.5653206650831354,0.5949367088607596
2017-09-10,0.11313616270849358,0.0,0.5843230403800475,0.5822784810126582
2017-09-11,0.5362528258792272,1.0,0.5605700712589073,0.5696202531645571
2017-09-12,0.5824612922522354,1.0,0.5486935866983372,0.5696202531645571
2017-09-13,0.62861537744424,1.0,0.5843230403800475,0.5569620253164556
2017-09-14,0.6102267695247863,1.0,0.5083135391923991,0.5443037974683544
2017-09-15,0.5478127112126228,1.0,0.5368171021377672,0.5443037974683544
2017-09-16,0.2685187343168558,0.0,0.5368171021377672,0.5443037974683544
2017-09-17,0.13267454416917213,0.0,0.5273159144893111,0.5316455696202531
2017-09-18,0.5593570590657313,1.0,0.5083135391923991,0.518987341772152
2017-09-19,0.6110968684208482,1.0,0.505938242280285,0.518987341772152
